file,name,DIST_CODE,VIL_CODE,VIL_CCD,VIL_NM_E,VIL_NM_G,polygons,vertices,centroid_lon,centroid_lat,bytes,simplified_tolerance_deg
PANO_DEFTERA.kml,PANO DEFTERA,1,232,1232,PANO DEFTERA,ΠΑΝΩ ΔΕΥΤΕΡΑ,1,1583,33.2693,35.0906,62209,
PANO_DIKOMO.kml,PANO DIKOMO,2,100,2100,PANO DIKOMO,ΠΑΝΩ ΔΙΚΩΜΟ,1,560,33.3185,35.278,23591,
PANO_KIVIDES.kml,PANO KIVIDES,5,304,5304,PANO KIVIDES,ΠΑΝΩ ΚΥΒΙΔΕΣ,1,714,32.8465,34.7542,29406,
PANO_KOUTRAFAS.kml,PANO KOUTRAFAS,1,328,1328,PANO KOUTRAFAS,ΠΑΝΩ ΚΟΥΤΡΑΦΑΣ,1,547,32.9949,35.0972,23094,
PANO_PANAGIA.kml,PANO PANAGIA,6,230,6230,PANO PANAGIA,ΠΑΝΩ ΠΑΝΑΓΙΑ,1,2321,32.6346,34.9546,90068,
PANO_PLATRES.kml,PANO PLATRES,5,351,5351,PANO PLATRES,ΠΑΝΩ ΠΛΑΤΡΕΣ,1,429,32.8682,34.8917,18651,
PANO_PYRGOS.kml,PANO PYRGOS,1,456,1456,PANO PYRGOS,ΠΑΝΩ ΠΥΡΓΟΣ,1,1258,32.6699,35.1354,49957,
PANO_ZODEIA.kml,PANO ZODEIA,1,350,1350,PANO ZODEIA,ΠΑΝΩ ΖΩΔΕΙΑ,1,750,33.0027,35.1441,30782,
PARALIMNI_DERYNEIA_ACHERITOU.kml,"PARALIMNI - DERYNEIA, ACHERITOU",3,114,3114,"PARALIMNI - DERYNEIA, ACHERITOU","ΠΑΡΑΛΙΜΝΙ - ΔΕΡΥΝΕΙΑ, ΑΧΕΡΙΤΟΥ",1,1597,33.8632,35.0938,62865,
PARALIMNI_DERYNEIA_DERYNEIA.kml,"PARALIMNI - DERYNEIA, DERYNEIA",3,102,3102,"PARALIMNI - DERYNEIA, DERYNEIA","ΠΑΡΑΛΙΜΝΙ - ΔΕΡΥΝΕΙΑ, ΔΕΡΥΝΕΙΑ",1,2163,33.9342,35.077,84223,
PARALIMNI_DERYNEIA_FRENAROS.kml,"PARALIMNI - DERYNEIA, FRENAROS",3,105,3105,"PARALIMNI - DERYNEIA, FRENAROS","ΠΑΡΑΛΙΜΝΙ - ΔΕΡΥΝΕΙΑ, ΦΡΕΝΑΡΟΣ",1,1771,33.8968,35.0589,69415,
PARALIMNI_DERYNEIA_PARALIMNI.kml,"PARALIMNI - DERYNEIA,PARALIMNI",3,101,3101,"PARALIMNI - DERYNEIA,PARALIMNI","ΠΑΡΑΛΙΜΝΙ - ΔΕΡΥΝΕΙΑ,ΠΑΡΑΛΙΜΝΙ",3,3106,34.0258,35.0284,120361,
PARAMALI.kml,PARAMALI,5,221,5221,PARAMALI,ΠΑΡΑΜΑΛΙ,1,726,32.7962,34.6851,29832,
PARAMYTHA.kml,PARAMYTHA,5,101,5101,PARAMYTHA,ΠΑΡΑΜΥΘΑ,1,776,32.9757,34.7587,31743,
PAREKKLISIA.kml,PAREKKLISIA,5,125,5125,PAREKKLISIA,ΠΑΡΕΚΚΛΗΣΙΑ,1,891,33.1616,34.7424,36112,
PATRIKI.kml,PATRIKI,3,325,3325,PATRIKI,ΠΑΤΡΙΚΙ,1,880,33.985,35.3556,35649,
PEDOULAS.kml,PEDOULAS,1,420,1420,PEDOULAS,ΠΕΔΟΥΛΑΣ,1,794,32.8279,34.9645,32414,
PELENDRI.kml,PELENDRI,5,365,5365,PELENDRI,ΠΕΛΕΝΔΡΙ,1,1211,32.9598,34.8924,48156,
PENTAGEIA.kml,PENTAGEIA,1,441,1441,PENTAGEIA,ΠΕΝΤΑΓΕΙΑ,1,760,32.8809,35.1506,31109,
PENTAKOMO.kml,PENTAKOMO,5,126,5126,PENTAKOMO,ΠΕΝΤΑΚΩΜΟ,1,981,33.2493,34.7323,39470,
PENTALIA.kml,PENTALIA,6,222,6222,PENTALIA,ΠΕΝΤΑΛΙΑ,1,642,32.6152,34.846,26664,
PERA.kml,PERA,1,227,1227,PERA,ΠΕΡΑ,1,1376,33.2777,35.0278,54409,
PERA_PEDI.kml,PERA PEDI,5,327,5327,PERA PEDI,ΠΕΡΑ ΠΕΔΙ,1,509,32.8747,34.8639,21653,
PERGAMOS.kml,PERGAMOS,4,108,4108,PERGAMOS,ΠΕΡΓΑΜΟΣ,1,711,33.6986,35.0464,29259,
PERISTERONA.kml,PERISTERONA,1,361,1361,PERISTERONA,ΠΕΡΙΣΤΕΡΩΝΑ,1,970,33.0713,35.1264,39084,
PERISTERONARI.kml,PERISTERONARI,1,437,1437,PERISTERONARI,ΠΕΡΙΣΤΕΡΩΝΑΡΙ,1,551,32.8605,35.1386,23254,
PERISTERONA_AMMOCHOS.kml,PERISTERONA AMMOCHOS,3,216,3216,PERISTERONA AMMOCHOS,ΠΕΡΙΣΤΕΡΩΝΑ ΑΜΜΟΧΩΣ,1,575,33.7603,35.2065,24196,
PERISTERONA_PAFOU.kml,PERISTERONA PAFOU,6,321,6321,PERISTERONA PAFOU,ΠΕΡΙΣΤΕΡΩΝΑ ΠΑΦΟΥ,1,603,32.4855,34.994,25225,
PERIVOLIA_TRIKOMOU.kml,PERIVOLIA TRIKOMOU,3,133,3133,PERIVOLIA TRIKOMOU,ΠΕΡΙΒΟΛΙΑ ΤΡΙΚΟΜΟΥ,1,140,33.9132,35.2829,7751,
PETRA.kml,PETRA,1,432,1432,PETRA,ΠΕΤΡΑ,1,1055,32.9091,35.1147,42297,
PETRA_TOU_DIGENI.kml,PETRA TOU DIGENI,1,142,1142,PETRA TOU DIGENI,ΠΕΤΡΑ ΤΟΥ ΔΙΓΕΝΗ,1,860,33.5496,35.2405,34946,
PETROFANI.kml,PETROFANI,4,201,4201,PETROFANI,ΠΕΤΡΟΦΑΝΙ,1,636,33.5134,35.0331,26439,
PIGENIA.kml,PIGENIA,1,460,1460,PIGENIA,ΠΗΓΕΝΙΑ,1,1901,32.6469,35.1574,74237,
PIGI.kml,PIGI,3,217,3217,PIGI,ΠΗΓΗ,1,1110,33.77,35.2214,44321,
PILERI.kml,PILERI,2,112,2112,PILERI,ΠΙΛΕΡΙ,1,551,33.2105,35.2864,23219,
PISSOURI.kml,PISSOURI,5,227,5227,PISSOURI,ΠΙΣΣΟΥΡΙ,1,1824,32.6898,34.6595,71340,
PITARGOU.kml,PITARGOU,6,126,6126,PITARGOU,ΠΙΤΑΡΓΟΥ,1,431,32.5424,34.8326,18703,
PLATANI.kml,PLATANI,3,303,3303,PLATANI,ΠΛΑΤΑΝΙ,1,646,33.7581,35.3209,26789,
PLATANISSOS.kml,PLATANISSOS,3,346,3346,PLATANISSOS,ΠΛΑΤΑΝΙΣΣΟΣ,3,1200,34.0921,35.4833,48221,
PLATANISTASA.kml,PLATANISTASA,1,309,1309,PLATANISTASA,ΠΛΑΤΑΝΙΣΤΑΣΑ,1,1193,33.0578,34.9811,47481,
PLATANISTEIA.kml,PLATANISTEIA,5,223,5223,PLATANISTEIA,ΠΛΑΤΑΝΙΣΤΕΙΑ,1,599,32.712,34.71,25075,
POLEMI.kml,POLEMI,6,123,6123,POLEMI,ΠΟΛΕΜΙ,1,669,32.5112,34.8844,27681,
POLEMIDIA_KATO_POLEMIDIA.kml,"POLEMIDIA, KATO POLEMIDIA",5,22,5022,"POLEMIDIA, KATO POLEMIDIA","ΠΟΛΕΜΙΔΙΑ, ΚΑΤΩ ΠΟΛΕΜΙΔΙΑ",1,921,32.9838,34.6981,37307,
POLEMIDIA_PANO_POLEMIDIA.kml,"POLEMIDIA, PANO POLEMIDIA",5,20,5020,"POLEMIDIA, PANO POLEMIDIA","ΠΟΛΕΜΙΔΙΑ, ΠΑΝΩ ΠΟΛΕΜΙΔΙΑ",1,231,32.9914,34.7102,11227,
POLITIKO.kml,POLITIKO,1,226,1226,POLITIKO,ΠΟΛΙΤΙΚΟ,1,1158,33.2197,35.0077,46156,
POLI_CHRYSOCHOUS_AGIA_MARINA.kml,"POLI CHRYSOCHOUS, AGIA MARINA",6,365,6365,"POLI CHRYSOCHOUS, AGIA MARINA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΑΓΙΑ ΜΑΡΙΝΑ",1,558,32.5425,35.1166,23584,
POLI_CHRYSOCHOUS_ANDROLIKOU.kml,"POLI CHRYSOCHOUS, ANDROLIKOU",6,355,6355,"POLI CHRYSOCHOUS, ANDROLIKOU","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΑΝΔΡΟΛΙΚΟΥ",1,816,32.3642,35.0121,33327,
POLI_CHRYSOCHOUS_ARGAKA.kml,"POLI CHRYSOCHOUS, ARGAKA",6,363,6363,"POLI CHRYSOCHOUS, ARGAKA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΑΡΓΑΚΑ",1,817,32.5068,35.0628,33351,
POLI_CHRYSOCHOUS_CHRYSOCHOU.kml,"POLI CHRYSOCHOUS, CHRYSOCHOU",6,341,6341,"POLI CHRYSOCHOUS, CHRYSOCHOU","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΧΡΥΣΟΧΟΥ",1,569,32.4324,35.0119,24008,
POLI_CHRYSOCHOUS_DROUSEIA.kml,"POLI CHRYSOCHOUS, DROUSEIA",6,353,6353,"POLI CHRYSOCHOUS, DROUSEIA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΔΡΟΥΣΕΙΑ",3,2533,32.3468,35.002,98649,
POLI_CHRYSOCHOUS_GIALIA.kml,"POLI CHRYSOCHOUS, GIALIA",6,364,6364,"POLI CHRYSOCHOUS, GIALIA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΓΙΑΛΙΑ",1,1030,32.5472,35.078,41396,
POLI_CHRYSOCHOUS_KRITOU_TERA.kml,"POLI CHRYSOCHOUS, KRITOU TERA",6,336,6336,"POLI CHRYSOCHOUS, KRITOU TERA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΚΡΙΤΟΥ ΤΕΡΑ",1,941,32.4291,34.9593,38067,
POLI_CHRYSOCHOUS_MAKOUNTA.kml,"POLI CHRYSOCHOUS, MAKOUNTA",6,362,6362,"POLI CHRYSOCHOUS, MAKOUNTA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΜΑΚΟΥΝΤΑ",2,587,32.485,35.0524,24874,
POLI_CHRYSOCHOUS_NEA_DIMMATA.kml,"POLI CHRYSOCHOUS, NEA DIMMATA",6,366,6366,"POLI CHRYSOCHOUS, NEA DIMMATA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΝΕΑ ΔΗΜΜΑΤΑ",1,303,32.5394,35.1377,13963,
POLI_CHRYSOCHOUS_NEO_CHORIO.kml,"POLI CHRYSOCHOUS, NEO CHORIO",6,344,6344,"POLI CHRYSOCHOUS, NEO CHORIO","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΝΕΟ ΧΩΡΙΟ",4,3420,32.3243,35.0694,132456,
POLI_CHRYSOCHOUS_PELATHOUSA.kml,"POLI CHRYSOCHOUS, PELATHOUSA",6,360,6360,"POLI CHRYSOCHOUS, PELATHOUSA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΠΕΛΑΘΟΥΣΑ",1,638,32.4737,35.0275,26594,
POLI_CHRYSOCHOUS_POLI_CHRYSOCHOUS.kml,"POLI CHRYSOCHOUS, POLI CHRYSOCHOUS",6,343,6343,"POLI CHRYSOCHOUS, POLI CHRYSOCHOUS","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ",1,1095,32.4291,35.034,43860,
POLI_CHRYSOCHOUS_POMOS.kml,"POLI CHRYSOCHOUS, POMOS",6,367,6367,"POLI CHRYSOCHOUS, POMOS","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΠΟΜΟΣ",1,1523,32.552,35.147,60008,
POLI_CHRYSOCHOUS_TERA.kml,"POLI CHRYSOCHOUS, TERA",6,335,6335,"POLI CHRYSOCHOUS, TERA","ΠΟΛΗ ΧΡΥΣΟΧΟΥΣ, ΤΕΡΑ",1,664,32.4256,34.9786,27570,
POLYSTYPOS.kml,POLYSTYPOS,1,304,1304,POLYSTYPOS,ΠΟΛΥΣΤΥΠΟΣ,1,457,33.0161,34.9411,19699,
POTAMI.kml,POTAMI,1,330,1330,POTAMI,ΠΟΤΑΜΙ,1,1032,33.0307,35.0992,41371,
POTAMIOU.kml,POTAMIOU,5,329,5329,POTAMIOU,ΠΟΤΑΜΙΟΥ,1,476,32.8075,34.8222,20409,
POTAMITISSA.kml,POTAMITISSA,5,363,5363,POTAMITISSA,ΠΟΤΑΜΙΤΙΣΣΑ,1,433,32.9897,34.9032,18798,
PRAITORI.kml,PRAITORI,6,215,6215,PRAITORI,ΠΡΑΙΤΩΡΙ,1,802,32.7417,34.8389,32707,
PRASTIO_AMMOCHOSTO.kml,PRASTIO AMMOCHOSTO,3,211,3211,PRASTIO AMMOCHOSTO,ΠΡΑΣΤΙΟ ΑΜΜΟΧΩΣΤΟΥ,1,485,33.7525,35.1609,20752,
PRASTIO_AVDIMOU.kml,PRASTIO AVDIMOU,5,220,5220,PRASTIO AVDIMOU,ΠΡΑΣΤΙΟ ΑΥΔHΜΟΥ,1,521,32.7793,34.7259,22105,
PRASTIO_KELLAKIOU.kml,PRASTIO KELLAKIOU,5,133,5133,PRASTIO KELLAKIOU,ΠΡΑΣΤΙΟ ΚΕΛΛΑΚΙΟΥ,1,505,33.1332,34.8121,21545,
PRASTIO_LEFKOSIAS.kml,PRASTIO LEFKOSIAS,1,353,1353,PRASTIO LEFKOSIAS,ΠΡΑΣΤΙΟ ΛΕΥΚΩΣΙΑΣ,1,708,32.9334,35.1739,29220,
PRASTIO_PAFOU.kml,PRASTIO PAFOU,6,207,6207,PRASTIO PAFOU,ΠΡΑΣΤΙΟ ΠΑΦΟΥ,1,572,32.6949,34.7841,24036,
PRODROMOS.kml,PRODROMOS,5,342,5342,PRODROMOS,ΠΡΟΔΡΟΜΟΣ,1,399,32.8356,34.9463,17485,
PSATHI.kml,PSATHI,6,300,6300,PSATHI,ΨΑΘΙ,1,356,32.5344,34.894,15842,
PSEMATISMENOS.kml,PSEMATISMENOS,4,305,4305,PSEMATISMENOS,ΨΕΜΑΤΙΣΜΕΝΟΣ,1,793,33.3528,34.7608,32411,
PSEVDAS.kml,PSEVDAS,4,213,4213,PSEVDAS,ΨΕΥΔΑΣ,1,633,33.4671,34.9525,26329,
PSIMOLOFOU.kml,PSIMOLOFOU,1,229,1229,PSIMOLOFOU,ΨΗΜΟΛΟΦΟΥ,1,817,33.2844,35.0624,33272,
PSYLLATOS.kml,PSYLLATOS,3,222,3222,PSYLLATOS,ΨΥΛΛΑΤΟΣ,1,539,33.6866,35.247,22775,
PYLA.kml,PYLA,4,104,4104,PYLA,ΠΥΛΑ,1,681,33.6962,35.0025,28121,
PYRGA_AMMOCHOSTOU.kml,PYRGA AMMOCHOSTOU,3,212,3212,PYRGA AMMOCHOSTOU,ΠΥΡΓΑ ΑΜΜΟΧΩΣΤΟΥ,1,613,33.7199,35.1891,25606,
PYRGA_LARNAKAS.kml,PYRGA LARNAKAS,4,214,4214,PYRGA LARNAKAS,ΠΥΡΓΑ ΛΑΡΝΑΚΑΣ,1,422,33.443,34.9122,18409,
PYRGOS_LEMESOU.kml,PYRGOS LEMESOU,5,129,5129,PYRGOS LEMESOU,ΠΥΡΓΟΣ ΛΕΜΕΣΟΥ,1,1129,33.1832,34.7382,45113,
PYROGI.kml,PYROGI,1,122,1122,PYROGI,ΠΥΡΟΓΙ,1,672,33.4854,35.0799,27817,
RIZOKARPASO.kml,RIZOKARPASO,3,356,3356,RIZOKARPASO,ΡΙΖΟΚΑΡΠΑΣΟ,37,7450,34.4443,35.6209,291921,
SALAMIOU.kml,SALAMIOU,6,211,6211,SALAMIOU,ΣΑΛΑΜΙΟΥ,1,702,32.6834,34.8323,28938,
SANIDA.kml,SANIDA,5,132,5132,SANIDA,ΣΑΝΙΔΑ,1,531,33.1972,34.809,22471,
SANTALARIS.kml,SANTALARIS,3,214,3214,SANTALARIS,ΣΑΝΤΑΛΑΡΗΣ,1,604,33.8039,35.2066,25254,
SARAMA.kml,SARAMA,6,312,6312,SARAMA,ΣΑΡΑΜΑ,1,526,32.5346,34.9605,22278,
SARANTI.kml,SARANTI,1,306,1306,SARANTI,ΣΑΡΑΝΤΙ,1,897,33.0111,34.9774,36306,
SELLADI_TOU_APPI.kml,SELLADI TOU APPI,1,458,1458,SELLADI TOU APPI,ΣΕΛΛΑΔΙ ΤΟΥ ΑΠΠΗ,1,536,32.6185,35.1547,22693,
SIA.kml,SIA,1,100,1100,SIA,ΣΙΑ,1,625,33.3875,34.9537,25978,
SICHARI.kml,SICHARI,2,104,2104,SICHARI,ΣΙΧΑΡΙ,1,1344,33.3753,35.2612,53158,
SILIKOU.kml,SILIKOU,5,313,5313,SILIKOU,ΣΙΛΙΚΟΥ,1,718,32.886,34.8268,29532,
SIMOU.kml,SIMOU,6,310,6310,SIMOU,ΣΙΜΟΥ,1,837,32.4996,34.9491,34014,
SINAOROS.kml,SINAOROS,1,407,1407,SINAOROS,ΣΙΝΑΟΡΟΣ,1,352,32.9081,35.0097,15699,
SINTA.kml,SINTA,3,205,3205,SINTA,ΣΙΝΤΑ,1,730,33.7039,35.162,29953,
SKOULLI.kml,SKOULLI,6,337,6337,SKOULLI,ΣΚΟΥΛΛΗ,1,383,32.4596,34.9753,16869,
SKOURIOTISSA.kml,SKOURIOTISSA,1,417,1417,SKOURIOTISSA,ΣΚΟΥΡΙΩΤΙΣΣΑ,1,454,32.884,35.0948,19591,
SKYLLOURA.kml,SKYLLOURA,1,247,1247,SKYLLOURA,ΣΚΥΛΛΟΥΡΑ,1,1155,33.1643,35.2387,46054,
SOFTADES.kml,SOFTADES,4,113,4113,SOFTADES,ΣΟΦΤΑΔΕΣ,1,353,33.5455,34.8224,15747,
SOUNI_ZANAKIA.kml,SOUNI-ZANAKIA,5,300,5300,SOUNI-ZANAKIA,ΣΟΥΝΙ-ΖΑΝΑΚΙΑ,1,1090,32.8921,34.7356,43608,
SOUSKIOU.kml,SOUSKIOU,6,103,6103,SOUSKIOU,ΣΟΥΣΚΙΟΥ,1,614,32.6011,34.7417,25608,
SPATHARIKO.kml,SPATHARIKO,3,130,3130,SPATHARIKO,ΣΠΑΘΑΡΙΚΟ,1,373,33.8835,35.2345,16514,
SPILIA.kml,SPILIA,1,400,1400,SPILIA,ΣΠΗΛΙΑ,1,1022,32.9385,34.959,41004,
SPITALI.kml,SPITALI,5,102,5102,SPITALI,ΣΠΙΤΑΛΙ,1,448,33.0096,34.7649,19340,
STATOS_AGIOS_FOTIOS.kml,STATOS- AGIOS FOTIOS,6,227,6227,STATOS- AGIOS FOTIOS,ΣΤΑΤΟΣ- ΑΓΙΟΣ ΦΩΤΙΟΣ,1,802,32.5993,34.8816,32765,
STAVROKONNOU.kml,STAVROKONNOU,6,206,6206,STAVROKONNOU,ΣΤΑΥΡΟΚΟΝΝΟΥ,1,606,32.6206,34.7874,25322,
STENI.kml,STENI,6,368,6368,STENI,ΣΤΕΝΗ,1,869,32.4675,35.0059,35240,
STRONGYLOS.kml,STRONGYLOS,3,204,3204,STRONGYLOS,ΣΤΡΟΓΓΥΛΟΣ,1,588,33.6515,35.1699,24639,
STROUMPI.kml,STROUMPI,6,122,6122,STROUMPI,ΣΤΡΟΥΜΠΙ,1,1005,32.4755,34.8907,40394,
STROVOLOS.kml,STROVOLOS,1,12,1012,STROVOLOS,ΣΤΡΟΒΟΛΟΣ,1,1080,33.3454,35.132,43217,
STYLLOI.kml,STYLLOI,3,122,3122,STYLLOI,ΣΤΥΛΛΟΙ,1,697,33.8383,35.1597,28735,
SYGKRASI.kml,SYGKRASI,3,134,3134,SYGKRASI,ΣΥΓΚΡΑΣΗ,1,1098,33.8504,35.2908,43875,
SYKOPETRA.kml,SYKOPETRA,5,144,5144,SYKOPETRA,ΣΥΚΟΠΕΤΡΑ,1,809,33.1057,34.8825,32984,
SYRIANOCHORI.kml,SYRIANOCHORI,1,355,1355,SYRIANOCHORI,ΣΥΡΙΑΝΟΧΩΡΙ,1,424,32.9339,35.2173,18452,
SYSKLIPOS.kml,SYSKLIPOS,2,121,2121,SYSKLIPOS,ΣΥΣΚΛΗΠΟΣ,1,646,33.1763,35.2933,26797,
TALA.kml,TALA,6,26,6026,TALA,ΤΑΛΑ,1,646,32.433,34.8389,26791,
TAVROU.kml,TAVROU,3,332,3332,TAVROU,ΤΑΥΡΟΥ,1,606,34.0705,35.3938,25299,
TEMPLOS.kml,TEMPLOS,2,210,2210,TEMPLOS,ΤΕΜΠΛΟΣ,1,653,33.291,35.3284,27081,
TEMVRIA.kml,TEMVRIA,1,409,1409,TEMVRIA,ΤΕΜΒΡΙΑ,1,680,32.884,35.0269,28088,
THELETRA.kml,THELETRA,6,330,6330,THELETRA,ΘΕΛΕΤΡΑ,1,655,32.4554,34.916,27176,
THERMEIA.kml,THERMEIA,2,208,2208,THERMEIA,ΘΕΡΜΕΙΑ,1,209,33.3319,35.3235,10293,
THRINIA.kml,THRINIA,6,303,6303,THRINIA,ΘΡΙΝΙΑ,1,423,32.5188,34.9107,18378,
TOCHNI.kml,TOCHNI,4,303,4303,TOCHNI,ΤΟΧΝΗ,1,993,33.3195,34.7676,39914,
TRACHONAS.kml,TRACHONAS,1,15,1015,TRACHONAS,ΤΡΑΧΩΝΑΣ,1,482,33.3537,35.2125,20628,
TRACHONI_LEFKOSIAS.kml,TRACHONI LEFKOSIAS,1,137,1137,TRACHONI LEFKOSIAS,ΤΡΑΧΩΝΙ ΛΕΥΚΩΣΙΑΣ,1,397,33.4799,35.2171,17446,
TRACHYPEDOULA.kml,TRACHYPEDOULA,6,208,6208,TRACHYPEDOULA,ΤΡΑΧΥΠΕΔΟΥΛΑ,1,640,32.6769,34.7984,26618,
TRAPEZA.kml,TRAPEZA,2,203,2203,TRAPEZA,ΤΡΑΠΕΖΑ,1,678,33.4738,35.3053,28014,
TREIS_ELIES.kml,TREIS ELIES,5,344,5344,TREIS ELIES,ΤΡΕΙΣ ΕΛΙΕΣ,1,563,32.7946,34.9353,23676,
TREMETOUSIA.kml,TREMETOUSIA,4,204,4204,TREMETOUSIA,ΤΡΕΜΕΤΟΥΣΙΑ,1,541,33.607,35.0891,22865,
TREMITHOUSA.kml,TREMITHOUSA,6,23,6023,TREMITHOUSA,ΤΡΕΜΙΘΟΥΣΑ,1,667,32.4443,34.8192,27657,
TRIKOMO.kml,TRIKOMO,3,136,3136,TRIKOMO,ΤΡΙΚΩΜΟ,1,2040,33.8927,35.3013,79593,
TRIMIKLINI.kml,TRIMIKLINI,5,315,5315,TRIMIKLINI,ΤΡΙΜΗΚΛΗΝΗ,1,596,32.9143,34.8503,24937,
TRIMITHI.kml,TRIMITHI,2,213,2213,TRIMITHI,ΤΡΙΜΙΘΙ,1,344,33.2565,35.3341,15413,
TRIMITHOUSA.kml,TRIMITHOUSA,6,314,6314,TRIMITHOUSA,ΤΡΙΜΙΘΟΥΣΑ,1,377,32.4825,34.9741,16659,
TROODOS.kml,TROODOS,5,356,5356,TROODOS,ΤΡΟΟΔΟΣ,1,244,32.882,34.9307,11627,
TRYPIMENI.kml,TRYPIMENI,3,239,3239,TRYPIMENI,ΤΡΥΠΗΜΕΝΗ,1,1063,33.6272,35.2953,42568,
TSADA.kml,TSADA,6,120,6120,TSADA,ΤΣΑΔΑ,1,1269,32.487,34.831,50333,
TSAKISTRA.kml,TSAKISTRA,1,426,1426,TSAKISTRA,ΤΣΑΚΙΣΤΡΑ,1,1439,32.72,35.0067,56796,
TYMVOU.kml,TYMVOU,1,125,1125,TYMVOU,ΤΥΜΒΟΥ,1,986,33.5019,35.1391,39630,
VARISEIA.kml,VARISEIA,1,450,1450,VARISEIA,ΒΑΡΙΣΕΙΑ,1,479,32.7459,35.1175,20516,
VASA_KELLAKIOU.kml,VASA KELLAKIOU,5,131,5131,VASA KELLAKIOU,ΒΑΣΑ ΚΕΛΛΑΚΙΟΥ,1,883,33.2248,34.8011,35828,
VASA_KOILANIOU.kml,VASA KOILANIOU,5,325,5325,VASA KOILANIOU,ΒΑΣΑ ΚΟΙΛΑΝΙΟΥ,1,1035,32.7854,34.8359,41547,
VASILEIA.kml,VASILEIA,2,223,2223,VASILEIA,ΒΑΣΙΛΕΙΑ,1,1898,33.0946,35.3509,74090,
VASILI.kml,VASILI,3,344,3344,VASILI,ΒΑΣΙΛΙ,1,712,34.1584,35.4611,29283,
VATILI.kml,VATILI,3,203,3203,VATILI,ΒΑΤΙΛΗ,1,1230,33.6612,35.1544,48844,
VAVATSINIA.kml,VAVATSINIA,4,319,4319,VAVATSINIA,ΒΑΒΑΤΣΙΝΙΑ,1,579,33.2349,34.8852,24304,
VIKLA.kml,VIKLA,5,135,5135,VIKLA,ΒΙΚΛΑ,1,360,33.2027,34.8271,16000,
VITSADA.kml,VITSADA,3,235,3235,VITSADA,ΒΙΤΣΑΔΑ,1,646,33.6533,35.2322,26797,
VOKOLIDA.kml,VOKOLIDA,3,331,3331,VOKOLIDA,ΒΟΚΟΛΙΔΑ,1,639,34.0692,35.3733,26552,
VONI.kml,VONI,1,136,1136,VONI,ΒΩΝΗ,1,673,33.5037,35.2194,27816,
VOTHYLAKAS.kml,VOTHYLAKAS,3,342,3342,VOTHYLAKAS,ΒΟΘΥΛΑΚΑΣ,1,751,34.2013,35.466,30788,
VOUNI.kml,VOUNI,5,326,5326,VOUNI,ΒΟΥΝΙ,1,899,32.8282,34.8174,36378,
VOUNO.kml,VOUNO,2,103,2103,VOUNO,ΒΟΥΝΟ,1,1014,33.3937,35.2605,40706,
VRETSIA.kml,VRETSIA,6,226,6226,VRETSIA,ΒΡΕΤΣΙΑ,1,587,32.6664,34.8973,24580,
VYZAKIA.kml,VYZAKIA,1,323,1323,VYZAKIA,ΒΥΖΑΚΙΑ,1,991,33.0199,35.0745,39870,
XEROVOUNOS.kml,XEROVOUNOS,1,452,1452,XEROVOUNOS,ΞΕΡΟΒΟΥΝΟΣ,2,1290,32.7254,35.1412,51360,
XYLIATOS.kml,XYLIATOS,1,320,1320,XYLIATOS,ΞΥΛΙΑΤΟΣ,1,1433,33.0405,35.0269,56562,
XYLOFAGOU.kml,XYLOFAGOU,4,107,4107,XYLOFAGOU,ΞΥΛΟΦΑΓΟΥ,1,2975,33.8515,34.9668,114808,
XYLOTYMVOU.kml,XYLOTYMVOU,4,105,4105,XYLOTYMVOU,ΞΥΛΟΤΥΜΒΟΥ,1,1000,33.7466,35.0137,40182,
ZACHARIA.kml,ZACHARIA,6,317,6317,ZACHARIA,ΖΑΧΑΡΙΑ,1,726,32.5418,34.9853,29826,
ZOOPIGI.kml,ZOOPIGI,5,147,5147,ZOOPIGI,ΖΩΟΠΗΓΗ,1,789,33.0024,34.8642,32229,
ZYGI.kml,ZYGI,4,300,4300,ZYGI,ΖΥΓΙ,1,290,33.3375,34.7311,13344,
